,description,category,amount,time,source,title,amount_without_iof,account,id,tokenized,href,details.status,details.subcategory,_links.self.href,details.tags,details.charges.count,details.charges.amount,details.lat,details.lon,details.fx.currency_origin,details.fx.amount_origin,details.fx.amount_usd,details.fx.precise_amount_origin,details.fx.precise_amount_usd,details.fx.exchange_rate
64,Auto Eletrico Yamashi,transaction,2000,2021-12-09T12:44:30Z,upfront_national,transporte,2000.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61b1fa2e-7fa1-4e4a-ad9e-67bb3de64ff8,False,nuapp://transaction/61b1fa2e-7fa1-4e4a-ad9e-67bb3de64ff8,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/61b1fa2e-7fa1-4e4a-ad9e-67bb3de64ff8,,,,,,,,,,,
65,Pag*Viverenatural,transaction,15990,2021-12-09T12:22:59Z,upfront_national,supermercado,15990.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61b1f523-7b2a-4398-be17-c0b19ba93973,False,nuapp://transaction/61b1f523-7b2a-4398-be17-c0b19ba93973,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/61b1f523-7b2a-4398-be17-c0b19ba93973,,,,,,,,,,,
66,Claro P*Fatura Claro,transaction,6535,2021-12-07T12:36:00Z,upfront_national,serviços,6535.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61af5531-2c65-4f91-8987-10b310a383ed,False,nuapp://transaction/61af5531-2c65-4f91-8987-10b310a383ed,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/61af5531-2c65-4f91-8987-10b310a383ed,,,,,,,,,,,
67,Mercadolivre*Mercadol,transaction,13900,2021-12-06T00:36:45Z,installments_merchant,educação,13900.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61ad5b1f-6380-4af7-8bea-2c17b9a2759f,True,nuapp://transaction/61ad5b1f-6380-4af7-8bea-2c17b9a2759f,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/61ad5b1f-6380-4af7-8bea-2c17b9a2759f,,3.0,4633.0,,,,,,,,
68,Raia,transaction,7897,2021-12-04T01:41:34Z,upfront_national,saúde,7897.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61aac750-25d7-4e6b-96cd-7be889d1ce80,False,nuapp://transaction/61aac750-25d7-4e6b-96cd-7be889d1ce80,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/61aac750-25d7-4e6b-96cd-7be889d1ce80,,,,,,,,,,,
69,Amazon Aws Servicos Br,transaction,4458,2021-12-03T12:02:30Z,upfront_national,serviços,4458.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61aa0757-e3b4-40c6-934e-40bda2cdc4f8,False,nuapp://transaction/61aa0757-e3b4-40c6-934e-40bda2cdc4f8,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/61aa0757-e3b4-40c6-934e-40bda2cdc4f8,,,,,,,,,,,
70,Clinica Adtran,transaction,9600,2021-12-02T12:41:32Z,upfront_national,saúde,9600.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61a8befd-7b74-42c2-80d3-1b0eb7fac93c,False,nuapp://transaction/61a8befd-7b74-42c2-80d3-1b0eb7fac93c,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/61a8befd-7b74-42c2-80d3-1b0eb7fac93c,,,,,,,,,,,
71,Mercadolivre*Ondeimix,transaction,14990,2021-11-29T22:46:29Z,upfront_national,supermercado,14990.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61a55846-97a1-495f-af11-4d936e1c3e14,True,nuapp://transaction/61a55846-97a1-495f-af11-4d936e1c3e14,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/61a55846-97a1-495f-af11-4d936e1c3e14,,,,,,,,,,,
72,Casa de Carnes Blue Bo,transaction,22920,2021-11-27T13:42:21Z,upfront_national,supermercado,22920.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61a235be-ad06-48b4-a99b-70e076d4b2ed,False,nuapp://transaction/61a235be-ad06-48b4-a99b-70e076d4b2ed,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/61a235be-ad06-48b4-a99b-70e076d4b2ed,,,,,,,,,,,
73,Atacadao 211 As,transaction,83919,2021-11-27T13:23:05Z,upfront_national,casa,83919.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61a2313a-76e1-4e22-b3c9-cf2417c3a752,False,nuapp://transaction/61a2313a-76e1-4e22-b3c9-cf2417c3a752,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/61a2313a-76e1-4e22-b3c9-cf2417c3a752,,,,,,,,,,,
74,Pao de Acucar 0150 Car,transaction,14175,2021-11-26T00:17:36Z,upfront_national,supermercado,14175.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61a027a1-5307-4346-987b-acb8330a5081,False,nuapp://transaction/61a027a1-5307-4346-987b-acb8330a5081,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/61a027a1-5307-4346-987b-acb8330a5081,,,,,,,,,,,
75,Ifood *Ifood,transaction,6980,2021-11-25T15:16:06Z,upfront_national,supermercado,6980.0,59ea3883-de78-4530-af24-91c5eb9a0bed,619fa8b7-e4d1-4279-a4c1-0d694e91766b,False,nuapp://transaction/619fa8b7-e4d1-4279-a4c1-0d694e91766b,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/619fa8b7-e4d1-4279-a4c1-0d694e91766b,,,,,,,,,,,
76,Amazon Aws Servicos Br,transaction,6468,2021-11-25T11:35:25Z,upfront_national,serviços,6468.0,59ea3883-de78-4530-af24-91c5eb9a0bed,619f74fd-7442-4e6f-bcf6-f0e1dbbe8ccc,False,nuapp://transaction/619f74fd-7442-4e6f-bcf6-f0e1dbbe8ccc,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/619f74fd-7442-4e6f-bcf6-f0e1dbbe8ccc,,,,,,,,,,,
77,Amazon Aws Servicos Br,transaction,7686,2021-11-25T11:34:49Z,upfront_national,serviços,7686.0,59ea3883-de78-4530-af24-91c5eb9a0bed,619f74da-3d61-4939-8f97-ce4dd1c067e7,False,nuapp://transaction/619f74da-3d61-4939-8f97-ce4dd1c067e7,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/619f74da-3d61-4939-8f97-ce4dd1c067e7,,,,,,,,,,,
78,Bario Bar,transaction,9020,2021-11-25T02:56:11Z,upfront_national,restaurante,9020.0,59ea3883-de78-4530-af24-91c5eb9a0bed,619efb4c-381f-4597-ae91-e80678093a81,False,nuapp://transaction/619efb4c-381f-4597-ae91-e80678093a81,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/619efb4c-381f-4597-ae91-e80678093a81,,,,,,,,,,,
79,Frutaria Morumbi,transaction,16837,2021-11-24T23:54:57Z,upfront_national,restaurante,16837.0,59ea3883-de78-4530-af24-91c5eb9a0bed,619ed0d2-5e3d-4254-b45f-bd47ebde716b,False,nuapp://transaction/619ed0d2-5e3d-4254-b45f-bd47ebde716b,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/619ed0d2-5e3d-4254-b45f-bd47ebde716b,,,,,,,,,,,
80,Pag*Marianaalvesperei,transaction,5000,2021-11-24T19:34:13Z,upfront_national,serviços,5000.0,59ea3883-de78-4530-af24-91c5eb9a0bed,619e93b6-5bf3-44a5-8ce8-5603cf71d363,False,nuapp://transaction/619e93b6-5bf3-44a5-8ce8-5603cf71d363,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/619e93b6-5bf3-44a5-8ce8-5603cf71d363,,,,,,,,,,,
81,Pag*Schnapshausrestau,transaction,2600,2021-11-24T15:47:37Z,upfront_national,restaurante,2600.0,59ea3883-de78-4530-af24-91c5eb9a0bed,619e5e99-e413-4c8d-bfd0-cf79c477a015,False,nuapp://transaction/619e5e99-e413-4c8d-bfd0-cf79c477a015,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/619e5e99-e413-4c8d-bfd0-cf79c477a015,,,,,,,,,,,
82,Tembici,transaction,299,2021-11-21T15:28:09Z,upfront_national,lazer,299.0,59ea3883-de78-4530-af24-91c5eb9a0bed,619a658b-a48a-420b-8922-b8bcc61dd71f,True,nuapp://transaction/619a658b-a48a-420b-8922-b8bcc61dd71f,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/619a658b-a48a-420b-8922-b8bcc61dd71f,,,,,,,,,,,
83,Tembici,transaction,299,2021-11-21T12:18:07Z,upfront_national,lazer,299.0,59ea3883-de78-4530-af24-91c5eb9a0bed,619a3900-7519-418b-8695-af7f3fcb0508,True,nuapp://transaction/619a3900-7519-418b-8695-af7f3fcb0508,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/619a3900-7519-418b-8695-af7f3fcb0508,,,,,,,,,,,
84,Pg *Enjoei.Com.Br Enjo,transaction,19909,2021-11-21T00:38:11Z,upfront_national,serviços,19909.0,59ea3883-de78-4530-af24-91c5eb9a0bed,619994f4-6fbe-4c51-8b33-fde936c3aeaf,False,nuapp://transaction/619994f4-6fbe-4c51-8b33-fde936c3aeaf,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/619994f4-6fbe-4c51-8b33-fde936c3aeaf,,,,,,,,,,,
85,Netflix.Com,transaction,3990,2021-11-16T11:01:42Z,upfront_national,serviços,3990.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61938f97-5af7-46fa-85fa-a444a51b4806,True,nuapp://transaction/61938f97-5af7-46fa-85fa-a444a51b4806,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/61938f97-5af7-46fa-85fa-a444a51b4806,,,,,,,,,,,
86,Tenda Atacado,transaction,72889,2021-11-14T15:13:34Z,upfront_national,casa,72889.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6191279f-4694-4c4c-a0f6-a03ef4981d20,False,nuapp://transaction/6191279f-4694-4c4c-a0f6-a03ef4981d20,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/6191279f-4694-4c4c-a0f6-a03ef4981d20,,,,,,,,,,,
87,Bruno Padovan,transaction,590,2021-11-13T17:58:06Z,upfront_national,supermercado,590.0,59ea3883-de78-4530-af24-91c5eb9a0bed,618ffcaf-8bda-434a-b844-9fe2c503d1e7,False,nuapp://transaction/618ffcaf-8bda-434a-b844-9fe2c503d1e7,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/618ffcaf-8bda-434a-b844-9fe2c503d1e7,,,,,,,,,,,
88,Tenda Atacado,transaction,3025,2021-11-13T17:38:31Z,upfront_national,casa,3025.0,59ea3883-de78-4530-af24-91c5eb9a0bed,618ff818-bd3f-462a-919a-2c7311c1e4c9,False,nuapp://transaction/618ff818-bd3f-462a-919a-2c7311c1e4c9,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/618ff818-bd3f-462a-919a-2c7311c1e4c9,,,,,,,,,,,
89,Pg *Buser,transaction,2090,2021-11-12T20:49:52Z,upfront_national,transporte,2090.0,59ea3883-de78-4530-af24-91c5eb9a0bed,618ed371-38aa-4199-b45e-7a58f88f1c54,False,nuapp://transaction/618ed371-38aa-4199-b45e-7a58f88f1c54,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/618ed371-38aa-4199-b45e-7a58f88f1c54,,,,,,,,,,,
90,Amazon.Com.Br,transaction,7990,2021-11-10T15:46:45Z,upfront_national,eletrônicos,7990.0,59ea3883-de78-4530-af24-91c5eb9a0bed,618be965-4b0b-456d-9f74-41047f8e871e,False,nuapp://transaction/618be965-4b0b-456d-9f74-41047f8e871e,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/618be965-4b0b-456d-9f74-41047f8e871e,,,,,,,,,,,
91,Amazon.Com.Br,transaction,9513,2021-11-10T00:53:06Z,upfront_national,eletrônicos,9513.0,59ea3883-de78-4530-af24-91c5eb9a0bed,618b17f3-ddc5-4ce6-b37a-4b102a0f0e1d,False,nuapp://transaction/618b17f3-ddc5-4ce6-b37a-4b102a0f0e1d,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/618b17f3-ddc5-4ce6-b37a-4b102a0f0e1d,,,,,,,,,,,
92,Amazonprimebr,transaction,990,2021-11-09T23:31:50Z,upfront_national,educação,990.0,59ea3883-de78-4530-af24-91c5eb9a0bed,618b04e7-09d0-4ef4-a969-c22d8ace9a24,False,nuapp://transaction/618b04e7-09d0-4ef4-a969-c22d8ace9a24,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/618b04e7-09d0-4ef4-a969-c22d8ace9a24,,,,,,,,,,,
93,Latam Site*Xehqqn01321,transaction,49044,2021-11-09T00:59:35Z,upfront_national,viagem,49044.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6189c7f8-905a-4eeb-9366-b41c0df1b560,False,nuapp://transaction/6189c7f8-905a-4eeb-9366-b41c0df1b560,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/6189c7f8-905a-4eeb-9366-b41c0df1b560,,,,,,,,,,,
94,Conveniencia Sensacao,transaction,500,2021-11-07T14:52:59Z,upfront_national,supermercado,500.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6187e84b-274d-4801-a1e2-10a627f273b0,False,nuapp://transaction/6187e84b-274d-4801-a1e2-10a627f273b0,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/6187e84b-274d-4801-a1e2-10a627f273b0,,,,,,,,,,,
95,Banca da Kahori,transaction,11414,2021-11-06T21:08:43Z,upfront_national,supermercado,11414.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6186eedc-91c6-4a5c-8a0f-879e385a15f0,False,nuapp://transaction/6186eedc-91c6-4a5c-8a0f-879e385a15f0,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/6186eedc-91c6-4a5c-8a0f-879e385a15f0,,,,,,,,,,,
96,Restautante Sta Marina,transaction,2800,2021-11-06T20:18:36Z,upfront_national,restaurante,2800.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6186e31d-1945-4b1d-8ebf-28b54dd34b6e,False,nuapp://transaction/6186e31d-1945-4b1d-8ebf-28b54dd34b6e,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/6186e31d-1945-4b1d-8ebf-28b54dd34b6e,,,,,,,,,,,
97,Sua Academia,transaction,10990,2021-11-05T00:05:55Z,upfront_national,lazer,10990.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61847564-8379-4053-b0aa-a6f1d1da8512,False,nuapp://transaction/61847564-8379-4053-b0aa-a6f1d1da8512,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/61847564-8379-4053-b0aa-a6f1d1da8512,,,,,,,,,,,
98,Amzn Mktp Us*V90f33b33,transaction,674,2021-11-04T05:46:01Z,upfront_foreign,outros,634.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6183739a-bbfa-47f6-96c1-6f492f5254a2,True,nuapp://transaction/6183739a-bbfa-47f6-96c1-6f492f5254a2,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/6183739a-bbfa-47f6-96c1-6f492f5254a2,,,,,,BRL,617.0,109.0,6.17,1.09,5.81651376146789
99,Dia Brasil Lj,transaction,5798,2021-11-02T15:26:57Z,upfront_national,supermercado,5798.0,59ea3883-de78-4530-af24-91c5eb9a0bed,618158c1-9691-4c49-b3ee-6c4a67359536,False,nuapp://transaction/618158c1-9691-4c49-b3ee-6c4a67359536,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/618158c1-9691-4c49-b3ee-6c4a67359536,,,,,,,,,,,
100,Drogaria Sao Paulo,transaction,12482,2021-11-01T00:53:49Z,installments_merchant,saúde,12482.0,59ea3883-de78-4530-af24-91c5eb9a0bed,617f3a9e-e36d-420c-b178-0befb6ce6283,False,nuapp://transaction/617f3a9e-e36d-420c-b178-0befb6ce6283,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/617f3a9e-e36d-420c-b178-0befb6ce6283,,4.0,3120.0,,,,,,,,
101,Tatiane O Nobre,transaction,38500,2021-10-31T23:39:13Z,upfront_national,serviços,38500.0,59ea3883-de78-4530-af24-91c5eb9a0bed,617f2922-47a9-4d6d-945c-ba3345dc4a83,False,nuapp://transaction/617f2922-47a9-4d6d-945c-ba3345dc4a83,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/617f2922-47a9-4d6d-945c-ba3345dc4a83,,,,,,,,,,,
102,Pao de Acucar 1223 Api,transaction,3594,2021-10-30T14:21:52Z,upfront_national,supermercado,3594.0,59ea3883-de78-4530-af24-91c5eb9a0bed,617d5502-721f-4e5d-999c-fd00baf93450,False,nuapp://transaction/617d5502-721f-4e5d-999c-fd00baf93450,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/617d5502-721f-4e5d-999c-fd00baf93450,,,,,,,,,,,
103,Ifood *Ifoodgorjeta,transaction,200,2021-10-29T21:58:42Z,upfront_national,transporte,200.0,59ea3883-de78-4530-af24-91c5eb9a0bed,617c6e93-09a3-4b72-8ddd-37373dfbfa2d,False,nuapp://transaction/617c6e93-09a3-4b72-8ddd-37373dfbfa2d,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/617c6e93-09a3-4b72-8ddd-37373dfbfa2d,,,,,,,,,,,
104,Airbnb Pagam*Airbnb *,transaction,191718,2021-10-24T22:06:38Z,upfront_national,viagem,191718.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6175d8ef-b4a5-4219-9de5-9392bc0362a0,False,nuapp://transaction/6175d8ef-b4a5-4219-9de5-9392bc0362a0,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/6175d8ef-b4a5-4219-9de5-9392bc0362a0,,,,,,,,,,,
105,99app *99app,transaction,3605,2021-10-23T17:31:37Z,upfront_national,transporte,3605.0,59ea3883-de78-4530-af24-91c5eb9a0bed,617446fb-e444-4154-b820-d7ff9a6b0704,False,nuapp://transaction/617446fb-e444-4154-b820-d7ff9a6b0704,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/617446fb-e444-4154-b820-d7ff9a6b0704,,,,,,,,,,,
106,Drogaria Sao Paulo,transaction,1543,2021-10-23T12:59:40Z,upfront_national,saúde,1543.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6174073c-1e4a-4cd5-aab8-7ad5171ad746,False,nuapp://transaction/6174073c-1e4a-4cd5-aab8-7ad5171ad746,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/6174073c-1e4a-4cd5-aab8-7ad5171ad746,,,,,,,,,,,
107,Ifd*Dimed S/A - Distri,transaction,5372,2021-10-22T21:38:49Z,upfront_national,restaurante,5372.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61732f6a-068b-4507-9548-1ec80fc0a7e1,True,nuapp://transaction/61732f6a-068b-4507-9548-1ec80fc0a7e1,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/61732f6a-068b-4507-9548-1ec80fc0a7e1,,,,,,,,,,,
108,Rappi*Rappi Brasil Int,transaction,10871,2021-10-22T16:53:59Z,upfront_national,transporte,10871.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6172eca9-64bb-45fa-b0d7-3631daaaeae6,True,nuapp://transaction/6172eca9-64bb-45fa-b0d7-3631daaaeae6,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/6172eca9-64bb-45fa-b0d7-3631daaaeae6,,,,,,,,,,,
109,99app *99app,transaction,1185,2021-10-22T12:06:17Z,upfront_national,transporte,1185.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6172a93a-96e2-40e9-8a29-1e23e2903b16,False,nuapp://transaction/6172a93a-96e2-40e9-8a29-1e23e2903b16,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/6172a93a-96e2-40e9-8a29-1e23e2903b16,,,,,,,,,,,
110,Auto Posto Pedra Lisa,transaction,5000,2021-10-21T21:14:11Z,upfront_national,transporte,5000.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6171d824-c295-4cd2-b298-fe4a8c1f9ec9,False,nuapp://transaction/6171d824-c295-4cd2-b298-fe4a8c1f9ec9,settled,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/6171d824-c295-4cd2-b298-fe4a8c1f9ec9,,,,,,,,,,,
111,Netflix.Com,transaction,3990,2021-10-17T00:59:00Z,upfront_national,serviços,3990.0,59ea3883-de78-4530-af24-91c5eb9a0bed,616b7554-c05e-4f87-a46f-d60b03ebb055,False,nuapp://transaction/616b7554-c05e-4f87-a46f-d60b03ebb055,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/616b7554-c05e-4f87-a46f-d60b03ebb055,,,,,,,,,,,
112,Pb*Movavi Com,transaction,9490,2021-10-10T18:45:49Z,upfront_national,serviços,9490.0,59ea3883-de78-4530-af24-91c5eb9a0bed,616334de-655e-40f5-ab5a-05d011a9ad21,False,nuapp://transaction/616334de-655e-40f5-ab5a-05d011a9ad21,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/616334de-655e-40f5-ab5a-05d011a9ad21,,,,,,,,,,,
113,Tembici,transaction,2000,2021-10-03T11:35:20Z,upfront_national,lazer,2000.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6159957a-5266-45fb-9c7f-f052818a8b17,True,nuapp://transaction/6159957a-5266-45fb-9c7f-f052818a8b17,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/6159957a-5266-45fb-9c7f-f052818a8b17,,,,,,,,,,,
114,Iugu*Tombrasil,transaction,8395,2021-10-02T23:47:10Z,upfront_national,serviços,8395.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6158ef7f-49c3-42e4-8260-3654b4ddf09e,False,nuapp://transaction/6158ef7f-49c3-42e4-8260-3654b4ddf09e,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/6158ef7f-49c3-42e4-8260-3654b4ddf09e,,,,,,,,,,,
115,Mercadolivre*Mercadol,transaction,9980,2021-09-27T11:51:10Z,upfront_national,outros,9980.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6151b02f-4df3-4e64-a036-4119adbfa4f0,False,nuapp://transaction/6151b02f-4df3-4e64-a036-4119adbfa4f0,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/6151b02f-4df3-4e64-a036-4119adbfa4f0,,,,,,,,,,,
116,Mercadolivre*Mercadol,transaction,1900,2021-09-27T11:51:10Z,upfront_national,outros,1900.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6151b02f-0156-4eee-94d2-059d3ddcab36,False,nuapp://transaction/6151b02f-0156-4eee-94d2-059d3ddcab36,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/6151b02f-0156-4eee-94d2-059d3ddcab36,,,,,,,,,,,
117,Drogaria Online,transaction,6918,2021-09-13T22:27:27Z,upfront_national,saúde,6918.0,59ea3883-de78-4530-af24-91c5eb9a0bed,613fd051-9873-4a6a-ad40-b78972983384,False,nuapp://transaction/613fd051-9873-4a6a-ad40-b78972983384,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/613fd051-9873-4a6a-ad40-b78972983384,,,,,,,,,,,
118,Uber *Uber *Trip,transaction,3495,2021-09-10T10:11:08Z,upfront_national,transporte,3495.0,59ea3883-de78-4530-af24-91c5eb9a0bed,613b2f3c-d7e6-4fd6-92b5-c9fa0e8b479e,False,nuapp://transaction/613b2f3c-d7e6-4fd6-92b5-c9fa0e8b479e,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/613b2f3c-d7e6-4fd6-92b5-c9fa0e8b479e,,,,,,,,,,,
119,Uber *Uber *Trip,transaction,300,2021-09-10T02:32:11Z,upfront_national,transporte,300.0,59ea3883-de78-4530-af24-91c5eb9a0bed,613ac3ab-cb67-4e5a-bd5e-655ad4fa2eca,False,nuapp://transaction/613ac3ab-cb67-4e5a-bd5e-655ad4fa2eca,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/613ac3ab-cb67-4e5a-bd5e-655ad4fa2eca,,,,,,,,,,,
120,Uber *Uber *Trip,transaction,1299,2021-09-10T02:31:08Z,upfront_national,transporte,1299.0,59ea3883-de78-4530-af24-91c5eb9a0bed,613ac36d-8d77-468e-869d-bbd6dd670e10,False,nuapp://transaction/613ac36d-8d77-468e-869d-bbd6dd670e10,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/613ac36d-8d77-468e-869d-bbd6dd670e10,,,,,,,,,,,
121,Andorinha P Prudente,transaction,19800,2021-09-09T11:09:53Z,upfront_national,transporte,19800.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6139eb81-5b3e-436e-b125-86c249afe387,False,nuapp://transaction/6139eb81-5b3e-436e-b125-86c249afe387,settled,unknown,https://prod-s2-facade.nubank.com.br/api/transactions/6139eb81-5b3e-436e-b125-86c249afe387,,,,,,,,,,,
122,Uber *Uber *Trip,transaction,1299,2021-09-09T03:58:32Z,upfront_national,transporte,1299.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61398669-9c3d-4a9b-97d4-c909027b71f7,False,nuapp://transaction/61398669-9c3d-4a9b-97d4-c909027b71f7,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/61398669-9c3d-4a9b-97d4-c909027b71f7,,,,,,,,,,,
123,Uber *Uber *Trip,transaction,4133,2021-09-08T21:08:29Z,upfront_national,transporte,4133.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6139264f-5f55-428c-9bb1-329b34261d8e,False,nuapp://transaction/6139264f-5f55-428c-9bb1-329b34261d8e,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/6139264f-5f55-428c-9bb1-329b34261d8e,,,,,,,,,,,
124,Netflix.Com,transaction,3990,2021-09-08T20:31:06Z,upfront_national,serviços,3990.0,59ea3883-de78-4530-af24-91c5eb9a0bed,61391d8b-4910-4516-8552-c62eb1120bac,False,nuapp://transaction/61391d8b-4910-4516-8552-c62eb1120bac,settled,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/61391d8b-4910-4516-8552-c62eb1120bac,,,,,,,,,,,
