,description,category,amount,time,source,title,amount_without_iof,account,id,tokenized,href,details.status,details.subcategory,_links.self.href,details.tags,details.charges.count,details.charges.amount,details.lat,details.lon,details.fx.currency_origin,details.fx.amount_origin,details.fx.amount_usd,details.fx.precise_amount_origin,details.fx.precise_amount_usd,details.fx.exchange_rate
761,Lanc Luxo Paulistano,transaction,440,2018-05-20T01:22:01Z,,restaurante,,,5b00cdb9-06f9-4386-bacd-3db60f6a5d4e,,nuapp://transaction/5b00cdb9-06f9-4386-bacd-3db60f6a5d4e,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b00cdb9-06f9-4386-bacd-3db60f6a5d4e,,,,-23.5673309,-46.6945001,,,,,,
762,Rei das Batidas,transaction,1000,2018-05-19T01:59:36Z,,restaurante,,,5aff8508-0191-4787-8dea-7fdb400f6e47,,nuapp://transaction/5aff8508-0191-4787-8dea-7fdb400f6e47,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5aff8508-0191-4787-8dea-7fdb400f6e47,,,,-23.5708017,-46.7059581,,,,,,
763,Tecban Esporte Club,transaction,5000,2018-05-18T21:56:37Z,,serviços,,,5aff4c16-b177-418a-9f66-49b9263216f5,,nuapp://transaction/5aff4c16-b177-418a-9f66-49b9263216f5,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5aff4c16-b177-418a-9f66-49b9263216f5,,,,-23.6094212,-46.6523385,,,,,,
764,Pag*Cavc,transaction,550,2018-05-16T22:31:37Z,,outros,,,5afcb14a-1a51-4ae4-b7a9-e97b1331899f,,nuapp://transaction/5afcb14a-1a51-4ae4-b7a9-e97b1331899f,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5afcb14a-1a51-4ae4-b7a9-e97b1331899f,,,,-23.5570632,-46.728928,,,,,,
765,Pag*Cavc,transaction,700,2018-05-15T21:52:16Z,,outros,,,5afb5691-82ce-4ae3-bea3-a5854e52b8e7,,nuapp://transaction/5afb5691-82ce-4ae3-bea3-a5854e52b8e7,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5afb5691-82ce-4ae3-bea3-a5854e52b8e7,,,,-23.5570705,-46.7289901,,,,,,
766,Rota 23 Auto Service,transaction,2000,2018-05-12T23:54:50Z,,transporte,,,5af77ecc-2db2-415f-a469-8712e79ef81e,,nuapp://transaction/5af77ecc-2db2-415f-a469-8712e79ef81e,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5af77ecc-2db2-415f-a469-8712e79ef81e,,,,-23.587191,-46.6830594,,,,,,
767,Dulca,transaction,1100,2018-05-12T19:11:41Z,,supermercado,,,5af73c6d-b9ed-403b-bc26-8c99d448fb2b,,nuapp://transaction/5af73c6d-b9ed-403b-bc26-8c99d448fb2b,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5af73c6d-b9ed-403b-bc26-8c99d448fb2b,,,,-23.5495346,-46.6577588,,,,,,
768,Esporte Clube Sirio,transaction,300,2018-05-12T13:13:20Z,,lazer,,,5af6e872-76f7-44f3-a2e3-af7a29b620fd,,nuapp://transaction/5af6e872-76f7-44f3-a2e3-af7a29b620fd,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5af6e872-76f7-44f3-a2e3-af7a29b620fd,,,,-23.6094183,-46.6527353,,,,,,
769,Stunt Burger,transaction,3300,2018-05-12T01:23:01Z,,restaurante,,,5af641f5-dbf1-4aa3-a5b0-cf9f37023c41,,nuapp://transaction/5af641f5-dbf1-4aa3-a5b0-cf9f37023c41,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5af641f5-dbf1-4aa3-a5b0-cf9f37023c41,,,,-23.5883921,-46.717801,,,,,,
770,Stunt Burger,transaction,700,2018-05-12T01:21:48Z,,restaurante,,,5af641ad-aa99-44db-8c8d-e41bbe317a47,,nuapp://transaction/5af641ad-aa99-44db-8c8d-e41bbe317a47,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5af641ad-aa99-44db-8c8d-e41bbe317a47,,,,-23.5883921,-46.7178018,,,,,,
771,Stunt Burger,transaction,800,2018-05-12T00:54:41Z,,restaurante,,,5af63b52-ea80-499f-9974-66a8bc459f5d,,nuapp://transaction/5af63b52-ea80-499f-9974-66a8bc459f5d,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5af63b52-ea80-499f-9974-66a8bc459f5d,,,,-23.5883914,-46.7178017,,,,,,
772,Sweden Buffet,transaction,130,2018-05-11T22:35:10Z,,restaurante,,,5af61aa0-10d5-4c37-98f7-c38a0c18aa54,,nuapp://transaction/5af61aa0-10d5-4c37-98f7-c38a0c18aa54,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5af61aa0-10d5-4c37-98f7-c38a0c18aa54,,,,-23.5588116,-46.728978,,,,,,
773,Bar e Restaurante Rebo,transaction,1000,2018-05-11T18:16:16Z,,restaurante,,,5af5ddf2-849f-40e7-ade6-a4e205fcc7e0,,nuapp://transaction/5af5ddf2-849f-40e7-ade6-a4e205fcc7e0,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5af5ddf2-849f-40e7-ade6-a4e205fcc7e0,,,,-23.5678052,-46.6886086,,,,,,
774,Sushi Monteiro e Fer,transaction,5447,2018-05-11T17:07:35Z,,restaurante,,,5af5cdd8-d0e0-4c92-b965-380ca9d2d121,,nuapp://transaction/5af5cdd8-d0e0-4c92-b965-380ca9d2d121,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5af5cdd8-d0e0-4c92-b965-380ca9d2d121,,,,-23.5805869,-46.7347911,,,,,,
775,Carrefour Express - Pa,transaction,1829,2018-05-10T23:16:57Z,,supermercado,,,5af4d2ea-0f5f-4baa-90ed-8bc9420259b4,,nuapp://transaction/5af4d2ea-0f5f-4baa-90ed-8bc9420259b4,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5af4d2ea-0f5f-4baa-90ed-8bc9420259b4,,,,-23.5701859,-46.6460153,,,,,,
776,Pag*Simonedoces,transaction,500,2018-05-10T23:07:35Z,,eletrônicos,,,5af4d0b7-3cb3-4b71-903b-e287650dcba9,,nuapp://transaction/5af4d0b7-3cb3-4b71-903b-e287650dcba9,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5af4d0b7-3cb3-4b71-903b-e287650dcba9,,,,-23.5701859,-46.6460153,,,,,,
777,Rei das Batidas,transaction,3400,2018-05-09T16:31:37Z,,restaurante,,,5af3226a-c7d0-4a08-b9f3-f87ee38548e7,,nuapp://transaction/5af3226a-c7d0-4a08-b9f3-f87ee38548e7,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5af3226a-c7d0-4a08-b9f3-f87ee38548e7,,,,,,,,,,,
778,Pag*Cavc,transaction,800,2018-05-07T20:56:32Z,,outros,,,5af0bd81-6694-47d4-b68a-30bab51d3b03,,nuapp://transaction/5af0bd81-6694-47d4-b68a-30bab51d3b03,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5af0bd81-6694-47d4-b68a-30bab51d3b03,,,,-23.5582731,-46.7287287,,,,,,
779,Google Play Headspace,transaction,1599,2018-05-04T17:21:40Z,,serviços,,,5aec96a5-9176-4637-9db0-3db63d0b4055,,nuapp://transaction/5aec96a5-9176-4637-9db0-3db63d0b4055,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5aec96a5-9176-4637-9db0-3db63d0b4055,,,,-23.5577582,-46.7300388,,,,,,
780,Pao de Acucar Lj,transaction,1187,2018-05-01T17:43:16Z,,supermercado,,,5ae8a735-e288-433f-9fdb-34506bf1e7d5,,nuapp://transaction/5ae8a735-e288-433f-9fdb-34506bf1e7d5,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ae8a735-e288-433f-9fdb-34506bf1e7d5,,,,-23.6556526,-46.6915968,,,,,,
781,Mississipi Pizza Bar,transaction,7134,2018-05-01T02:10:19Z,,restaurante,,,5ae7cc8c-e160-427b-9a57-e77c43726711,,nuapp://transaction/5ae7cc8c-e160-427b-9a57-e77c43726711,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ae7cc8c-e160-427b-9a57-e77c43726711,,,,-23.5577962,-46.6896859,,,,,,
782,Nicom Com Mats Constr,transaction,2952,2018-04-29T14:35:17Z,,casa,,,5ae5d826-9f97-43f5-9cc2-fbdf437321ea,,nuapp://transaction/5ae5d826-9f97-43f5-9cc2-fbdf437321ea,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ae5d826-9f97-43f5-9cc2-fbdf437321ea,,,,-23.6359281,-46.6690369,,,,,,
783,Wall Mart Lj,transaction,23931,2018-04-29T00:59:28Z,,supermercado,,,5ae518f0-4e09-4dc8-b2e9-c4a57bd1a15a,,nuapp://transaction/5ae518f0-4e09-4dc8-b2e9-c4a57bd1a15a,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ae518f0-4e09-4dc8-b2e9-c4a57bd1a15a,,,,-23.6547837,-46.6925979,,,,,,
784,Junio Machado Neves,transaction,4000,2018-04-28T05:04:03Z,,restaurante,,,5ae400c4-c823-4c7c-9b7a-f1b49497dd11,,nuapp://transaction/5ae400c4-c823-4c7c-9b7a-f1b49497dd11,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ae400c4-c823-4c7c-9b7a-f1b49497dd11,,,,-23.6094578,-46.7345601,,,,,,
785,Emporio Sao Jorge,transaction,1050,2018-04-28T03:15:37Z,,restaurante,,,5ae3e759-118e-4125-a0df-2cbd5785eb23,,nuapp://transaction/5ae3e759-118e-4125-a0df-2cbd5785eb23,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ae3e759-118e-4125-a0df-2cbd5785eb23,,,,-23.574635,-46.6432178,,,,,,
786,Lanchonete e Restauran,transaction,1250,2018-04-27T22:04:07Z,,restaurante,,,5ae39e59-edc6-49f9-9d3b-835ffff24cbe,,nuapp://transaction/5ae39e59-edc6-49f9-9d3b-835ffff24cbe,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ae39e59-edc6-49f9-9d3b-835ffff24cbe,,,,-23.5598814,-46.7301036,,,,,,
787,Sweden Servicos,transaction,1700,2018-04-23T17:38:48Z,,casa,,,5ade1a28-60d5-4b72-9ca3-e1106095e7cf,,nuapp://transaction/5ade1a28-60d5-4b72-9ca3-e1106095e7cf,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ade1a28-60d5-4b72-9ca3-e1106095e7cf,,,,-23.5577825,-46.7291518,,,,,,
788,Pag*Cavc,transaction,600,2018-04-20T21:23:41Z,,outros,,,5ada5a5e-85a4-4aa8-9119-a2028b1957e8,,nuapp://transaction/5ada5a5e-85a4-4aa8-9119-a2028b1957e8,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ada5a5e-85a4-4aa8-9119-a2028b1957e8,,,,-23.5570757,-46.7290144,,,,,,
789,Pag*Cavc,transaction,650,2018-04-20T21:06:53Z,,outros,,,5ada566d-2cba-4df3-823e-3b02554a59fd,,nuapp://transaction/5ada566d-2cba-4df3-823e-3b02554a59fd,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ada566d-2cba-4df3-823e-3b02554a59fd,,,,-23.5570264,-46.7289454,,,,,,
790,Pag*Cavc,transaction,700,2018-04-20T20:44:28Z,,outros,,,5ada512d-8111-4088-8311-c83db2fabd22,,nuapp://transaction/5ada512d-8111-4088-8311-c83db2fabd22,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ada512d-8111-4088-8311-c83db2fabd22,,,,-23.5570779,-46.7290169,,,,,,
791,Mercadocar,transaction,1090,2018-04-20T18:46:26Z,,transporte,,,5ada3582-8824-4bee-863e-9f9eebf7cebe,,nuapp://transaction/5ada3582-8824-4bee-863e-9f9eebf7cebe,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ada3582-8824-4bee-863e-9f9eebf7cebe,,,,-23.6638067,-46.7088923,,,,,,
792,Star,transaction,625,2018-04-12T09:16:22Z,,supermercado,,,5acf23e6-53bc-4eff-b37b-00fc36d908a5,,nuapp://transaction/5acf23e6-53bc-4eff-b37b-00fc36d908a5,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5acf23e6-53bc-4eff-b37b-00fc36d908a5,,,,-23.4270612,-46.4800197,,,,,,
793,Pag*Cavc,transaction,400,2018-04-11T17:49:26Z,,outros,,,5ace4aa6-9beb-4ef7-ad0e-eb4adf4c3074,,nuapp://transaction/5ace4aa6-9beb-4ef7-ad0e-eb4adf4c3074,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ace4aa6-9beb-4ef7-ad0e-eb4adf4c3074,,,,-23.5571039,-46.7290172,,,,,,
794,Bullguer,transaction,2750,2018-04-10T00:54:54Z,,restaurante,,,5acc0b5f-8778-4436-89c5-033f6a401d79,,nuapp://transaction/5acc0b5f-8778-4436-89c5-033f6a401d79,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5acc0b5f-8778-4436-89c5-033f6a401d79,,,,-23.5575386,-46.6904573,,,,,,
795,Orquidea Pumila Paes e,transaction,6120,2018-04-09T14:54:50Z,,restaurante,,,5acb7ebb-1acd-4f3f-b3f9-40ad5fa1c6ce,,nuapp://transaction/5acb7ebb-1acd-4f3f-b3f9-40ad5fa1c6ce,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5acb7ebb-1acd-4f3f-b3f9-40ad5fa1c6ce,,,,-23.6582528,-46.6916158,,,,,,
796,Raimundo Isaias de Lim,transaction,2500,2018-04-07T03:19:46Z,,supermercado,,,5ac838d4-7b7e-4209-8543-11ff2803132b,,nuapp://transaction/5ac838d4-7b7e-4209-8543-11ff2803132b,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ac838d4-7b7e-4209-8543-11ff2803132b,,,,-23.5879625,-46.7139834,,,,,,
797,Pag*Cavc,transaction,450,2018-04-04T18:06:52Z,,outros,,,5ac5143c-4246-4b52-b113-4ae98de75bf9,,nuapp://transaction/5ac5143c-4246-4b52-b113-4ae98de75bf9,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ac5143c-4246-4b52-b113-4ae98de75bf9,,,,-23.5571347,-46.7289787,,,,,,
798,Esporte Clube Sirio,transaction,450,2018-04-04T16:21:16Z,,lazer,,,5ac4fb7d-938e-4d93-8a77-5aea7172631c,,nuapp://transaction/5ac4fb7d-938e-4d93-8a77-5aea7172631c,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ac4fb7d-938e-4d93-8a77-5aea7172631c,,,,-23.6096256,-46.6529059,,,,,,
799,Stunt Burger,transaction,2300,2018-04-03T21:43:25Z,,restaurante,,,5ac3f57d-5cde-4291-8849-bbb1c58bfad1,,nuapp://transaction/5ac3f57d-5cde-4291-8849-bbb1c58bfad1,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ac3f57d-5cde-4291-8849-bbb1c58bfad1,,,,-23.5883831,-46.7178066,,,,,,
800,St Marche,transaction,3128,2018-04-03T18:41:21Z,,supermercado,,,5ac3cad2-a147-44cf-a297-9b5ca1464e5e,,nuapp://transaction/5ac3cad2-a147-44cf-a297-9b5ca1464e5e,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ac3cad2-a147-44cf-a297-9b5ca1464e5e,,,,-23.5939958,-46.7099574,,,,,,
801,Sweden Servicos,transaction,500,2018-04-02T18:05:45Z,,casa,,,5ac270fa-a19f-4793-bcb5-2047b67b3da2,,nuapp://transaction/5ac270fa-a19f-4793-bcb5-2047b67b3da2,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ac270fa-a19f-4793-bcb5-2047b67b3da2,,,,-23.5588497,-46.7289084,,,,,,
802,Esporte Clube Sirio,transaction,1050,2018-03-29T19:42:18Z,,lazer,,,5abd419b-a7cb-499e-be3c-362d8f77d6aa,,nuapp://transaction/5abd419b-a7cb-499e-be3c-362d8f77d6aa,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5abd419b-a7cb-499e-be3c-362d8f77d6aa,,,,-23.6094909,-46.6527284,,,,,,
803,Esporte Clube Sirio,transaction,2230,2018-03-29T01:45:55Z,,lazer,,,5abc4555-7110-4d99-8698-db4713b5529b,,nuapp://transaction/5abc4555-7110-4d99-8698-db4713b5529b,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5abc4555-7110-4d99-8698-db4713b5529b,,,,-23.6535508,-46.690178,,,,,,
804,Kof,transaction,1450,2018-03-28T21:16:56Z,,restaurante,,,5abc0648-f42f-4561-9e09-7a18588cff08,,nuapp://transaction/5abc0648-f42f-4561-9e09-7a18588cff08,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5abc0648-f42f-4561-9e09-7a18588cff08,,,,-23.564012,-46.683815,,,,,,
805,Bullguer,transaction,2470,2018-03-28T00:10:11Z,,restaurante,,,5abadd64-ce82-4bd9-8c5e-691e52d77ba1,,nuapp://transaction/5abadd64-ce82-4bd9-8c5e-691e52d77ba1,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5abadd64-ce82-4bd9-8c5e-691e52d77ba1,,,,-23.5575963,-46.690333,,,,,,
806,Pag*Cavc,transaction,400,2018-03-23T21:11:53Z,,outros,,,5ab56d9a-3729-4b70-b84d-40a8786f7bed,,nuapp://transaction/5ab56d9a-3729-4b70-b84d-40a8786f7bed,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ab56d9a-3729-4b70-b84d-40a8786f7bed,,,,-23.5580187,-46.7286698,,,,,,
807,Pag*Cavc,transaction,200,2018-03-21T17:08:45Z,,outros,,,5ab2919d-a2bc-4ebc-968a-aad7e58c61da,,nuapp://transaction/5ab2919d-a2bc-4ebc-968a-aad7e58c61da,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ab2919d-a2bc-4ebc-968a-aad7e58c61da,,,,-23.5571376,-46.7290934,,,,,,
808,Sweden Restaurante,transaction,750,2018-03-21T00:03:55Z,,restaurante,,,5ab1a16b-eb97-4875-94fb-fa4280a7e6fa,,nuapp://transaction/5ab1a16b-eb97-4875-94fb-fa4280a7e6fa,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ab1a16b-eb97-4875-94fb-fa4280a7e6fa,,,,-23.558803,-46.7289709,,,,,,
809,Sweden Servicos,transaction,800,2018-03-20T18:50:01Z,,casa,,,5ab157da-94c5-4c43-b8d0-8edc7d404dfc,,nuapp://transaction/5ab157da-94c5-4c43-b8d0-8edc7d404dfc,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ab157da-94c5-4c43-b8d0-8edc7d404dfc,,,,-23.5577876,-46.7291961,,,,,,
810,Pag*Cavc,transaction,450,2018-03-14T17:01:48Z,,outros,,,5aa9557d-fe1c-4d4d-b441-12a8eac80eac,,nuapp://transaction/5aa9557d-fe1c-4d4d-b441-12a8eac80eac,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5aa9557d-fe1c-4d4d-b441-12a8eac80eac,,,,-23.5586522,-46.72913,,,,,,
811,Pag*Cavc,transaction,400,2018-03-12T22:15:48Z,,outros,,,5aa6fc14-6a34-4feb-8811-31d01ed23fd0,,nuapp://transaction/5aa6fc14-6a34-4feb-8811-31d01ed23fd0,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5aa6fc14-6a34-4feb-8811-31d01ed23fd0,,,,-23.5570681,-46.7290117,,,,,,
812,Rt Servicos Graficos,transaction,2166,2018-03-10T02:29:19Z,,restaurante,,,5aa34301-8c69-496c-aa57-6917f1ab0eed,,nuapp://transaction/5aa34301-8c69-496c-aa57-6917f1ab0eed,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5aa34301-8c69-496c-aa57-6917f1ab0eed,,,,-23.5880899,-46.7139221,,,,,,
813,Pag*Cavc,transaction,550,2018-03-09T19:49:20Z,,outros,,,5aa2e541-2684-43c9-a919-c80b673a7ff9,,nuapp://transaction/5aa2e541-2684-43c9-a919-c80b673a7ff9,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5aa2e541-2684-43c9-a919-c80b673a7ff9,,,,-23.5571057,-46.7290651,,,,,,
814,Uspao Conveniencia,transaction,600,2018-03-08T21:27:10Z,,supermercado,,,5aa1aaaf-7085-43e3-812c-b67cbf51ada6,,nuapp://transaction/5aa1aaaf-7085-43e3-812c-b67cbf51ada6,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5aa1aaaf-7085-43e3-812c-b67cbf51ada6,,,,-23.5596958,-46.7207357,,,,,,
815,Pag*Cavc,transaction,450,2018-03-06T23:49:24Z,,outros,,,5a9f2905-a828-42cf-862f-fe216d840de6,,nuapp://transaction/5a9f2905-a828-42cf-862f-fe216d840de6,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a9f2905-a828-42cf-862f-fe216d840de6,,,,-23.5569888,-46.7290259,,,,,,
816,Outback Bz 14 Market P,transaction,10867,2018-03-04T01:02:03Z,,restaurante,,,5a9b458b-0b43-4724-a0b5-6c6d74816afb,,nuapp://transaction/5a9b458b-0b43-4724-a0b5-6c6d74816afb,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a9b458b-0b43-4724-a0b5-6c6d74816afb,,,,-23.6216678,-46.7007181,,,,,,
817,Gilvan Vitor Marculino,transaction,900,2018-03-03T15:29:49Z,,outros,,,5a9abf6e-84c2-4cb1-a19e-73f8f0f3985b,,nuapp://transaction/5a9abf6e-84c2-4cb1-a19e-73f8f0f3985b,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a9abf6e-84c2-4cb1-a19e-73f8f0f3985b,,,,,,,,,,,
818,Eca Atletica,transaction,3000,2018-02-28T21:59:35Z,,outros,,,5a972647-5379-4ffb-a839-936e50519f40,,nuapp://transaction/5a972647-5379-4ffb-a839-936e50519f40,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a972647-5379-4ffb-a839-936e50519f40,,,,,,,,,,,
819,Ifood*Br,transaction,1890,2018-02-27T15:33:35Z,,restaurante,,,5a957a4f-38e1-43ce-8ec7-34e4bc878067,,nuapp://transaction/5a957a4f-38e1-43ce-8ec7-34e4bc878067,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a957a4f-38e1-43ce-8ec7-34e4bc878067,,,,,,,,,,,
820,Ippc Washington Luis,transaction,958,2018-02-27T13:58:39Z,,saúde,,,5a956410-97d8-46e9-ae78-9ab4972a1f5c,,nuapp://transaction/5a956410-97d8-46e9-ae78-9ab4972a1f5c,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a956410-97d8-46e9-ae78-9ab4972a1f5c,,,,,,,,,,,
821,Lanchonete Mateus,transaction,400,2018-02-26T19:50:28Z,,restaurante,,,5a946504-9730-44da-9c76-5fea1fe96be8,,nuapp://transaction/5a946504-9730-44da-9c76-5fea1fe96be8,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a946504-9730-44da-9c76-5fea1fe96be8,,,,,,,,,,,
822,Pag*Cavc,transaction,3500,2018-02-26T16:00:04Z,,outros,,,5a942f05-a956-4d05-ae7e-a292b8dc295d,,nuapp://transaction/5a942f05-a956-4d05-ae7e-a292b8dc295d,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a942f05-a956-4d05-ae7e-a292b8dc295d,,,,,,,,,,,
823,Pag*Coffeecornerpinhe,transaction,3265,2018-02-17T03:15:36Z,,restaurante,,,5a879e59-8f3a-46ac-a2c0-cc3b36b4a058,,nuapp://transaction/5a879e59-8f3a-46ac-a2c0-cc3b36b4a058,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a879e59-8f3a-46ac-a2c0-cc3b36b4a058,,,,,,,,,,,
824,Vanilla Caffe Kinoplex,transaction,802,2018-02-12T22:49:12Z,,restaurante,,,5a8219e8-6c58-43d3-93b4-5844d106cb1e,,nuapp://transaction/5a8219e8-6c58-43d3-93b4-5844d106cb1e,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a8219e8-6c58-43d3-93b4-5844d106cb1e,,,,,,,,,,,
825,Ingresso.Com,transaction,4224,2018-02-12T22:17:45Z,,lazer,,,5a82128a-e500-4eb0-b92b-fbf85c9a9ca9,,nuapp://transaction/5a82128a-e500-4eb0-b92b-fbf85c9a9ca9,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a82128a-e500-4eb0-b92b-fbf85c9a9ca9,,,,,,,,,,,
826,Pao de Acucar Lj,transaction,2927,2018-02-11T13:27:12Z,,supermercado,,,5a8044b0-a3ba-4318-9c49-e29285640a8c,,nuapp://transaction/5a8044b0-a3ba-4318-9c49-e29285640a8c,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a8044b0-a3ba-4318-9c49-e29285640a8c,,,,,,,,,,,
827,Zigpay*Benzina,transaction,1600,2018-01-05T21:49:46Z,,restaurante,,,5a4ff2fb-0fcd-4212-86c9-0e4283d4a4d9,,nuapp://transaction/5a4ff2fb-0fcd-4212-86c9-0e4283d4a4d9,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a4ff2fb-0fcd-4212-86c9-0e4283d4a4d9,,,,,,,,,,,
828,Luneta Cidade Com de O,transaction,17780,2018-01-03T22:40:47Z,,saúde,,,5a4d5bf1-bceb-4908-86e8-fbc6a77b5bd4,,nuapp://transaction/5a4d5bf1-bceb-4908-86e8-fbc6a77b5bd4,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a4d5bf1-bceb-4908-86e8-fbc6a77b5bd4,,3.0,5926.0,,,,,,,,
829,Luneta Paulista Com de,transaction,26800,2018-01-03T22:35:06Z,,saúde,,,5a4d5a9c-dda1-43f9-95a2-a8fe08d0ae61,,nuapp://transaction/5a4d5a9c-dda1-43f9-95a2-a8fe08d0ae61,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a4d5a9c-dda1-43f9-95a2-a8fe08d0ae61,,,,,,,,,,,
830,Billa Bong-Morumbi,transaction,27000,2017-12-16T21:35:08Z,,vestuário,,,5a35918d-a863-430f-b3c5-9c30d748863b,,nuapp://transaction/5a35918d-a863-430f-b3c5-9c30d748863b,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a35918d-a863-430f-b3c5-9c30d748863b,,2.0,13500.0,,,,,,,,
831,Burger King Shopping M,transaction,1500,2017-12-16T19:48:51Z,,restaurante,,,5a3578a4-86cc-4c08-ad4a-6dddaf9957e3,,nuapp://transaction/5a3578a4-86cc-4c08-ad4a-6dddaf9957e3,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a3578a4-86cc-4c08-ad4a-6dddaf9957e3,,,,,,,,,,,
832,Pao de Acucar Lj,transaction,2549,2017-12-15T23:16:19Z,,supermercado,,,5a3457c3-3ff9-4497-b033-0d46108b5e59,,nuapp://transaction/5a3457c3-3ff9-4497-b033-0d46108b5e59,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a3457c3-3ff9-4497-b033-0d46108b5e59,,,,,,,,,,,
833,Cooperativa Monte Sina,transaction,2994,2017-12-15T16:57:21Z,,restaurante,,,5a33fef2-ad84-4786-92e7-5361efc4cada,,nuapp://transaction/5a33fef2-ad84-4786-92e7-5361efc4cada,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a33fef2-ad84-4786-92e7-5361efc4cada,,,,,,,,,,,
834,Saraiva Morumbi,transaction,990,2017-12-10T18:04:45Z,,educação,,,5a2d773e-4908-4e8c-87fc-04a7b587d2e0,,nuapp://transaction/5a2d773e-4908-4e8c-87fc-04a7b587d2e0,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5a2d773e-4908-4e8c-87fc-04a7b587d2e0,,,,,,,,,,,
